"iteration","training-loss","Mistral-7b-VE-okazaki-lab-cc-a100-16node-128gpu-4096s-BS=1024-LR=1e-4-MINLR=3.3e-6-WARMUP=1000-WD=0.1-GC=1 - training/loss__MIN","Mistral-7b-VE-okazaki-lab-cc-a100-16node-128gpu-4096s-BS=1024-LR=1e-4-MINLR=3.3e-6-WARMUP=1000-WD=0.1-GC=1 - training/loss__MAX"
"52","3.4056625366210938","3.4056625366210938","3.4056625366210938"
"53","3.378936529159546","3.378936529159546","3.378936529159546"
"54","3.3662142753601074","3.3662142753601074","3.3662142753601074"
"55","3.338503122329712","3.338503122329712","3.338503122329712"
"56","3.321833610534668","3.321833610534668","3.321833610534668"
"57","3.3041481971740723","3.3041481971740723","3.3041481971740723"
"58","3.281553268432617","3.281553268432617","3.281553268432617"
"59","3.2793467044830322","3.2793467044830322","3.2793467044830322"
"60","3.261443853378296","3.261443853378296","3.261443853378296"
"61","3.240992784500122","3.240992784500122","3.240992784500122"
"62","3.2069334983825684","3.2069334983825684","3.2069334983825684"
"63","3.2071638107299805","3.2071638107299805","3.2071638107299805"
"64","3.1800506114959717","3.1800506114959717","3.1800506114959717"
"65","3.1689860820770264","3.1689860820770264","3.1689860820770264"
"66","3.1603293418884277","3.1603293418884277","3.1603293418884277"
"67","3.1254618167877197","3.1254618167877197","3.1254618167877197"
"68","3.0962793827056885","3.0962793827056885","3.0962793827056885"
"69","3.09726619720459","3.09726619720459","3.09726619720459"
"70","3.113535165786743","3.113535165786743","3.113535165786743"
"71","3.082725763320923","3.082725763320923","3.082725763320923"
"72","3.0733413696289062","3.0733413696289062","3.0733413696289062"
"73","3.0643815994262695","3.0643815994262695","3.0643815994262695"
"74","3.0643436908721924","3.0643436908721924","3.0643436908721924"
"75","3.0364909172058105","3.0364909172058105","3.0364909172058105"
"76","3.028862714767456","3.028862714767456","3.028862714767456"
"77","2.99902606010437","2.99902606010437","2.99902606010437"
"78","2.982555627822876","2.982555627822876","2.982555627822876"
"79","2.976351261138916","2.976351261138916","2.976351261138916"
"80","2.979731321334839","2.979731321334839","2.979731321334839"
"81","2.9669551849365234","2.9669551849365234","2.9669551849365234"
"82","2.9286904335021973","2.9286904335021973","2.9286904335021973"
"83","2.950868606567383","2.950868606567383","2.950868606567383"
"84","2.9390811920166016","2.9390811920166016","2.9390811920166016"
"85","2.92307186126709","2.92307186126709","2.92307186126709"
"86","2.9119527339935303","2.9119527339935303","2.9119527339935303"
"87","2.916173219680786","2.916173219680786","2.916173219680786"
"88","2.875202178955078","2.875202178955078","2.875202178955078"
"89","2.8808603286743164","2.8808603286743164","2.8808603286743164"
"90","2.867739200592041","2.867739200592041","2.867739200592041"
"91","2.8641581535339355","2.8641581535339355","2.8641581535339355"
"92","2.8636364936828613","2.8636364936828613","2.8636364936828613"
"93","2.841094970703125","2.841094970703125","2.841094970703125"
"94","2.8407585620880127","2.8407585620880127","2.8407585620880127"
"95","2.83192777633667","2.83192777633667","2.83192777633667"
"96","2.8179397583007812","2.8179397583007812","2.8179397583007812"
"97","2.815330743789673","2.815330743789673","2.815330743789673"
"98","2.8149383068084717","2.8149383068084717","2.8149383068084717"
"99","2.7965991497039795","2.7965991497039795","2.7965991497039795"
"100","2.813845634460449","2.813845634460449","2.813845634460449"
"101","2.779252529144287","2.779252529144287","2.779252529144287"
"102","2.7829415798187256","2.7829415798187256","2.7829415798187256"
"103","2.7830746173858643","2.7830746173858643","2.7830746173858643"
"104","2.762331247329712","2.762331247329712","2.762331247329712"
"105","2.7449729442596436","2.7449729442596436","2.7449729442596436"
"106","2.7609357833862305","2.7609357833862305","2.7609357833862305"
"107","2.749544620513916","2.749544620513916","2.749544620513916"
"108","2.7302701473236084","2.7302701473236084","2.7302701473236084"
"109","2.7391774654388428","2.7391774654388428","2.7391774654388428"
"110","2.726203203201294","2.726203203201294","2.726203203201294"
"111","2.7186057567596436","2.7186057567596436","2.7186057567596436"
"112","2.714022159576416","2.714022159576416","2.714022159576416"
"113","2.701342821121216","2.701342821121216","2.701342821121216"
"114","2.7010841369628906","2.7010841369628906","2.7010841369628906"
"115","2.679570436477661","2.679570436477661","2.679570436477661"
"116","2.674276828765869","2.674276828765869","2.674276828765869"
"117","2.6807827949523926","2.6807827949523926","2.6807827949523926"
"118","2.6807663440704346","2.6807663440704346","2.6807663440704346"
"119","2.6693115234375","2.6693115234375","2.6693115234375"
"120","2.659661293029785","2.659661293029785","2.659661293029785"
"121","2.6497883796691895","2.6497883796691895","2.6497883796691895"
"122","2.646022081375122","2.646022081375122","2.646022081375122"
"123","2.656428098678589","2.656428098678589","2.656428098678589"
"124","2.638991594314575","2.638991594314575","2.638991594314575"
"125","2.639113426208496","2.639113426208496","2.639113426208496"
"126","2.624687433242798","2.624687433242798","2.624687433242798"
"127","2.616011142730713","2.616011142730713","2.616011142730713"
"128","2.6127548217773438","2.6127548217773438","2.6127548217773438"
"129","2.621838331222534","2.621838331222534","2.621838331222534"
"130","2.6040194034576416","2.6040194034576416","2.6040194034576416"
"131","2.619915008544922","2.619915008544922","2.619915008544922"
"132","2.6112849712371826","2.6112849712371826","2.6112849712371826"
"133","2.5968356132507324","2.5968356132507324","2.5968356132507324"
"134","2.590731382369995","2.590731382369995","2.590731382369995"
"135","2.604677677154541","2.604677677154541","2.604677677154541"
"136","2.5936214923858643","2.5936214923858643","2.5936214923858643"
"137","2.5706233978271484","2.5706233978271484","2.5706233978271484"
"138","2.5862877368927","2.5862877368927","2.5862877368927"
"139","2.5695571899414062","2.5695571899414062","2.5695571899414062"
"140","2.556276559829712","2.556276559829712","2.556276559829712"
"141","2.5639007091522217","2.5639007091522217","2.5639007091522217"
"142","2.5621495246887207","2.5621495246887207","2.5621495246887207"
"143","2.5455288887023926","2.5455288887023926","2.5455288887023926"
"144","2.557079553604126","2.557079553604126","2.557079553604126"
"145","2.5454583168029785","2.5454583168029785","2.5454583168029785"
"146","2.5273818969726562","2.5273818969726562","2.5273818969726562"
"147","2.552950382232666","2.552950382232666","2.552950382232666"
"148","2.52264404296875","2.52264404296875","2.52264404296875"
"149","2.5412473678588867","2.5412473678588867","2.5412473678588867"
"150","2.560196876525879","2.560196876525879","2.560196876525879"
"151","2.571866750717163","2.571866750717163","2.571866750717163"
"152","2.5313141345977783","2.5313141345977783","2.5313141345977783"
"153","2.533888101577759","2.533888101577759","2.533888101577759"
"154","2.5170857906341553","2.5170857906341553","2.5170857906341553"
"155","2.5115723609924316","2.5115723609924316","2.5115723609924316"
"156","2.522494316101074","2.522494316101074","2.522494316101074"
"157","2.515808582305908","2.515808582305908","2.515808582305908"
"158","2.52775239944458","2.52775239944458","2.52775239944458"
"159","2.514103889465332","2.514103889465332","2.514103889465332"
"160","2.4989776611328125","2.4989776611328125","2.4989776611328125"
"161","2.4820172786712646","2.4820172786712646","2.4820172786712646"
"162","2.5088605880737305","2.5088605880737305","2.5088605880737305"
"163","2.4925625324249268","2.4925625324249268","2.4925625324249268"
"164","2.483290433883667","2.483290433883667","2.483290433883667"
"165","2.4812979698181152","2.4812979698181152","2.4812979698181152"
"166","2.4625165462493896","2.4625165462493896","2.4625165462493896"
"167","2.4664933681488037","2.4664933681488037","2.4664933681488037"
"168","2.4599790573120117","2.4599790573120117","2.4599790573120117"
"169","2.462165355682373","2.462165355682373","2.462165355682373"
"170","2.4722259044647217","2.4722259044647217","2.4722259044647217"
"171","2.4638662338256836","2.4638662338256836","2.4638662338256836"
"172","2.4691274166107178","2.4691274166107178","2.4691274166107178"
"173","2.459728240966797","2.459728240966797","2.459728240966797"
"174","2.458646059036255","2.458646059036255","2.458646059036255"
"175","2.4664111137390137","2.4664111137390137","2.4664111137390137"
"176","2.4884352684020996","2.4884352684020996","2.4884352684020996"
"177","2.4567649364471436","2.4567649364471436","2.4567649364471436"
"178","2.4817380905151367","2.4817380905151367","2.4817380905151367"
"179","2.46400785446167","2.46400785446167","2.46400785446167"
"180","2.451998710632324","2.451998710632324","2.451998710632324"
"181","2.450444221496582","2.450444221496582","2.450444221496582"
"182","2.421757936477661","2.421757936477661","2.421757936477661"
"183","2.4374260902404785","2.4374260902404785","2.4374260902404785"
"184","2.4270894527435303","2.4270894527435303","2.4270894527435303"
"185","2.4231626987457275","2.4231626987457275","2.4231626987457275"
"186","2.43341064453125","2.43341064453125","2.43341064453125"
"187","2.433521032333374","2.433521032333374","2.433521032333374"
"188","2.4099462032318115","2.4099462032318115","2.4099462032318115"
"189","2.3970837593078613","2.3970837593078613","2.3970837593078613"
"190","2.40256667137146","2.40256667137146","2.40256667137146"
"191","2.394329071044922","2.394329071044922","2.394329071044922"
"192","2.411968469619751","2.411968469619751","2.411968469619751"
"193","2.3865468502044678","2.3865468502044678","2.3865468502044678"
"194","2.3818414211273193","2.3818414211273193","2.3818414211273193"
"195","2.3962655067443848","2.3962655067443848","2.3962655067443848"
"196","2.384507417678833","2.384507417678833","2.384507417678833"
"197","2.3775134086608887","2.3775134086608887","2.3775134086608887"
"198","2.384385585784912","2.384385585784912","2.384385585784912"
"199","2.388537645339966","2.388537645339966","2.388537645339966"
"200","2.3984556198120117","2.3984556198120117","2.3984556198120117"
"201","2.409869432449341","2.409869432449341","2.409869432449341"
"202","2.3911309242248535","2.3911309242248535","2.3911309242248535"
"203","2.3921618461608887","2.3921618461608887","2.3921618461608887"
"204","2.381995916366577","2.381995916366577","2.381995916366577"
"205","2.3910694122314453","2.3910694122314453","2.3910694122314453"
"206","2.3857734203338623","2.3857734203338623","2.3857734203338623"
"207","2.3715200424194336","2.3715200424194336","2.3715200424194336"
"208","2.374528646469116","2.374528646469116","2.374528646469116"
"209","2.376011610031128","2.376011610031128","2.376011610031128"
"210","2.366071939468384","2.366071939468384","2.366071939468384"
"211","2.348200798034668","2.348200798034668","2.348200798034668"
"212","2.3464927673339844","2.3464927673339844","2.3464927673339844"
"213","2.3465921878814697","2.3465921878814697","2.3465921878814697"
"214","2.346003532409668","2.346003532409668","2.346003532409668"
"215","2.3390045166015625","2.3390045166015625","2.3390045166015625"
"216","2.313828229904175","2.313828229904175","2.313828229904175"
"217","2.327134609222412","2.327134609222412","2.327134609222412"
"218","2.336916923522949","2.336916923522949","2.336916923522949"
"219","2.3293795585632324","2.3293795585632324","2.3293795585632324"
"220","2.319873332977295","2.319873332977295","2.319873332977295"
"221","2.324460506439209","2.324460506439209","2.324460506439209"
"222","2.339846134185791","2.339846134185791","2.339846134185791"
"223","2.3414978981018066","2.3414978981018066","2.3414978981018066"
"224","2.3983817100524902","2.3983817100524902","2.3983817100524902"
"225","2.3748717308044434","2.3748717308044434","2.3748717308044434"
"226","2.411874294281006","2.411874294281006","2.411874294281006"
"227","2.4068596363067627","2.4068596363067627","2.4068596363067627"
"228","2.394340991973877","2.394340991973877","2.394340991973877"
"229","2.3819239139556885","2.3819239139556885","2.3819239139556885"
"230","2.3605220317840576","2.3605220317840576","2.3605220317840576"
"231","2.3618264198303223","2.3618264198303223","2.3618264198303223"
"232","2.33980393409729","2.33980393409729","2.33980393409729"
"233","2.3345696926116943","2.3345696926116943","2.3345696926116943"
"234","2.3276114463806152","2.3276114463806152","2.3276114463806152"
"235","2.328874111175537","2.328874111175537","2.328874111175537"
"236","2.3224072456359863","2.3224072456359863","2.3224072456359863"
"237","2.2976698875427246","2.2976698875427246","2.2976698875427246"
"238","2.3028616905212402","2.3028616905212402","2.3028616905212402"
"239","2.308337926864624","2.308337926864624","2.308337926864624"
"240","2.3028550148010254","2.3028550148010254","2.3028550148010254"
"241","2.303279399871826","2.303279399871826","2.303279399871826"
"242","2.2821483612060547","2.2821483612060547","2.2821483612060547"
"243","2.2801883220672607","2.2801883220672607","2.2801883220672607"
"244","2.2782230377197266","2.2782230377197266","2.2782230377197266"
"245","2.2943313121795654","2.2943313121795654","2.2943313121795654"
"246","2.2894439697265625","2.2894439697265625","2.2894439697265625"
"247","2.277193546295166","2.277193546295166","2.277193546295166"
"248","2.2852702140808105","2.2852702140808105","2.2852702140808105"
"249","2.2713470458984375","2.2713470458984375","2.2713470458984375"
"250","2.2659313678741455","2.2659313678741455","2.2659313678741455"
"251","2.277949094772339","2.277949094772339","2.277949094772339"
"252","2.2788572311401367","2.2788572311401367","2.2788572311401367"
"253","2.2974328994750977","2.2974328994750977","2.2974328994750977"
"254","2.2829861640930176","2.2829861640930176","2.2829861640930176"
"255","2.282526969909668","2.282526969909668","2.282526969909668"
"256","2.291365623474121","2.291365623474121","2.291365623474121"
"257","2.280494451522827","2.280494451522827","2.280494451522827"
"258","2.2744064331054688","2.2744064331054688","2.2744064331054688"
"259","2.2834219932556152","2.2834219932556152","2.2834219932556152"
"260","2.261197090148926","2.261197090148926","2.261197090148926"
"261","2.2644364833831787","2.2644364833831787","2.2644364833831787"
"262","2.256450653076172","2.256450653076172","2.256450653076172"
"263","2.236785650253296","2.236785650253296","2.236785650253296"
"264","2.2403171062469482","2.2403171062469482","2.2403171062469482"
"265","2.2498626708984375","2.2498626708984375","2.2498626708984375"
"266","2.2406344413757324","2.2406344413757324","2.2406344413757324"
"267","2.234189033508301","2.234189033508301","2.234189033508301"
"268","2.2449402809143066","2.2449402809143066","2.2449402809143066"
"269","2.2550134658813477","2.2550134658813477","2.2550134658813477"
"270","2.250852584838867","2.250852584838867","2.250852584838867"
"271","2.259382963180542","2.259382963180542","2.259382963180542"
"272","2.2304043769836426","2.2304043769836426","2.2304043769836426"
"273","2.2653400897979736","2.2653400897979736","2.2653400897979736"
"274","2.2670321464538574","2.2670321464538574","2.2670321464538574"
"275","2.276796579360962","2.276796579360962","2.276796579360962"
"276","2.259152889251709","2.259152889251709","2.259152889251709"
"277","2.2563109397888184","2.2563109397888184","2.2563109397888184"
"278","2.2787861824035645","2.2787861824035645","2.2787861824035645"
"279","2.257232189178467","2.257232189178467","2.257232189178467"
"280","2.256290912628174","2.256290912628174","2.256290912628174"
"281","2.246443271636963","2.246443271636963","2.246443271636963"
"282","2.243720531463623","2.243720531463623","2.243720531463623"
"283","2.2366793155670166","2.2366793155670166","2.2366793155670166"
"284","2.2251017093658447","2.2251017093658447","2.2251017093658447"
"285","2.210081100463867","2.210081100463867","2.210081100463867"
"286","2.214256763458252","2.214256763458252","2.214256763458252"
"287","2.2244107723236084","2.2244107723236084","2.2244107723236084"
"288","2.1952459812164307","2.1952459812164307","2.1952459812164307"
"289","2.1921379566192627","2.1921379566192627","2.1921379566192627"
"290","2.2053492069244385","2.2053492069244385","2.2053492069244385"
"291","2.2065787315368652","2.2065787315368652","2.2065787315368652"
"292","2.207867383956909","2.207867383956909","2.207867383956909"
"293","2.206768274307251","2.206768274307251","2.206768274307251"
"294","2.212538003921509","2.212538003921509","2.212538003921509"
"295","2.2285892963409424","2.2285892963409424","2.2285892963409424"
"296","2.232858657836914","2.232858657836914","2.232858657836914"
"297","2.2174079418182373","2.2174079418182373","2.2174079418182373"
"298","2.221724033355713","2.221724033355713","2.221724033355713"
"299","2.2112038135528564","2.2112038135528564","2.2112038135528564"
"300","2.203988552093506","2.203988552093506","2.203988552093506"
"301","2.179365634918213","2.179365634918213","2.179365634918213"
"302","2.185821294784546","2.185821294784546","2.185821294784546"
"303","2.181244373321533","2.181244373321533","2.181244373321533"
"304","2.199550151824951","2.199550151824951","2.199550151824951"
"305","2.188199996948242","2.188199996948242","2.188199996948242"
"306","2.189772844314575","2.189772844314575","2.189772844314575"
"307","2.1877481937408447","2.1877481937408447","2.1877481937408447"
"308","2.2046661376953125","2.2046661376953125","2.2046661376953125"
"309","2.185335397720337","2.185335397720337","2.185335397720337"
"310","2.15920090675354","2.15920090675354","2.15920090675354"
"311","2.175468683242798","2.175468683242798","2.175468683242798"
"312","2.1712372303009033","2.1712372303009033","2.1712372303009033"
"313","2.1636862754821777","2.1636862754821777","2.1636862754821777"
"314","2.161012887954712","2.161012887954712","2.161012887954712"
"315","2.1627256870269775","2.1627256870269775","2.1627256870269775"
"316","2.1800613403320312","2.1800613403320312","2.1800613403320312"
"317","2.1745193004608154","2.1745193004608154","2.1745193004608154"
"318","2.205333709716797","2.205333709716797","2.205333709716797"
"319","2.2120659351348877","2.2120659351348877","2.2120659351348877"
"320","2.2663445472717285","2.2663445472717285","2.2663445472717285"
"321","2.2886621952056885","2.2886621952056885","2.2886621952056885"
"322","2.255949020385742","2.255949020385742","2.255949020385742"
"323","2.254713535308838","2.254713535308838","2.254713535308838"
"324","2.2513835430145264","2.2513835430145264","2.2513835430145264"
"325","2.294071674346924","2.294071674346924","2.294071674346924"
"326","2.2305495738983154","2.2305495738983154","2.2305495738983154"
"327","2.2474799156188965","2.2474799156188965","2.2474799156188965"
"328","2.231715440750122","2.231715440750122","2.231715440750122"
"329","2.19305419921875","2.19305419921875","2.19305419921875"
"330","2.2085485458374023","2.2085485458374023","2.2085485458374023"
"331","2.2052478790283203","2.2052478790283203","2.2052478790283203"
"332","2.183323860168457","2.183323860168457","2.183323860168457"
"333","2.1746342182159424","2.1746342182159424","2.1746342182159424"
"334","2.1769859790802","2.1769859790802","2.1769859790802"
"335","2.1823863983154297","2.1823863983154297","2.1823863983154297"
"336","2.1639907360076904","2.1639907360076904","2.1639907360076904"
"337","2.173398733139038","2.173398733139038","2.173398733139038"
"338","2.1623146533966064","2.1623146533966064","2.1623146533966064"
"339","2.1527438163757324","2.1527438163757324","2.1527438163757324"
"340","2.1585066318511963","2.1585066318511963","2.1585066318511963"
"341","2.1675949096679688","2.1675949096679688","2.1675949096679688"
"342","2.1673126220703125","2.1673126220703125","2.1673126220703125"
"343","2.1537535190582275","2.1537535190582275","2.1537535190582275"
"344","2.1530821323394775","2.1530821323394775","2.1530821323394775"
"345","2.1438779830932617","2.1438779830932617","2.1438779830932617"
"346","2.130133628845215","2.130133628845215","2.130133628845215"
"347","2.129199981689453","2.129199981689453","2.129199981689453"
"348","2.1469199657440186","2.1469199657440186","2.1469199657440186"
"349","2.127061605453491","2.127061605453491","2.127061605453491"
"350","2.1355528831481934","2.1355528831481934","2.1355528831481934"
"351","2.1599652767181396","2.1599652767181396","2.1599652767181396"
"352","2.1823229789733887","2.1823229789733887","2.1823229789733887"
"353","2.1907215118408203","2.1907215118408203","2.1907215118408203"
"354","2.2555477619171143","2.2555477619171143","2.2555477619171143"
"355","2.249063730239868","2.249063730239868","2.249063730239868"
"356","2.2227718830108643","2.2227718830108643","2.2227718830108643"
"357","2.211513042449951","2.211513042449951","2.211513042449951"
"358","2.174899101257324","2.174899101257324","2.174899101257324"
"359","2.1901957988739014","2.1901957988739014","2.1901957988739014"
"360","2.1797924041748047","2.1797924041748047","2.1797924041748047"
"361","2.157116413116455","2.157116413116455","2.157116413116455"
"362","2.1655805110931396","2.1655805110931396","2.1655805110931396"
"363","2.1625752449035645","2.1625752449035645","2.1625752449035645"
"364","2.145698070526123","2.145698070526123","2.145698070526123"
"365","2.120473623275757","2.120473623275757","2.120473623275757"
"366","2.134147882461548","2.134147882461548","2.134147882461548"
"367","2.132866144180298","2.132866144180298","2.132866144180298"
"368","2.1360976696014404","2.1360976696014404","2.1360976696014404"
"369","2.111820697784424","2.111820697784424","2.111820697784424"
"370","2.1190147399902344","2.1190147399902344","2.1190147399902344"
"371","2.1208508014678955","2.1208508014678955","2.1208508014678955"
"372","2.1080472469329834","2.1080472469329834","2.1080472469329834"
"373","2.113590717315674","2.113590717315674","2.113590717315674"
"374","2.1138923168182373","2.1138923168182373","2.1138923168182373"
"375","2.0982723236083984","2.0982723236083984","2.0982723236083984"
"376","2.1074228286743164","2.1074228286743164","2.1074228286743164"
"377","2.098846435546875","2.098846435546875","2.098846435546875"
"378","2.111571788787842","2.111571788787842","2.111571788787842"
"379","2.1221790313720703","2.1221790313720703","2.1221790313720703"
"380","2.109140396118164","2.109140396118164","2.109140396118164"
"381","2.1362295150756836","2.1362295150756836","2.1362295150756836"
"382","2.102067708969116","2.102067708969116","2.102067708969116"
"383","2.1268208026885986","2.1268208026885986","2.1268208026885986"
"384","2.1082653999328613","2.1082653999328613","2.1082653999328613"
"385","2.141838550567627","2.141838550567627","2.141838550567627"
"386","2.1228063106536865","2.1228063106536865","2.1228063106536865"
"387","2.1279728412628174","2.1279728412628174","2.1279728412628174"
"388","2.135972738265991","2.135972738265991","2.135972738265991"
"389","2.135551929473877","2.135551929473877","2.135551929473877"
"390","2.0967495441436768","2.0967495441436768","2.0967495441436768"
"391","2.09657883644104","2.09657883644104","2.09657883644104"
"392","2.1048576831817627","2.1048576831817627","2.1048576831817627"
"393","2.088653326034546","2.088653326034546","2.088653326034546"
"394","2.107511281967163","2.107511281967163","2.107511281967163"
"395","2.1041059494018555","2.1041059494018555","2.1041059494018555"
"396","2.102466106414795","2.102466106414795","2.102466106414795"
"397","2.080289125442505","2.080289125442505","2.080289125442505"
"398","2.104153871536255","2.104153871536255","2.104153871536255"
"399","2.0981733798980713","2.0981733798980713","2.0981733798980713"
"400","2.067124843597412","2.067124843597412","2.067124843597412"
"401","2.082343816757202","2.082343816757202","2.082343816757202"
"402","2.1036903858184814","2.1036903858184814","2.1036903858184814"
"403","2.100593090057373","2.100593090057373","2.100593090057373"
"404","2.1001672744750977","2.1001672744750977","2.1001672744750977"
"405","2.090596914291382","2.090596914291382","2.090596914291382"
"406","2.1007182598114014","2.1007182598114014","2.1007182598114014"
"407","2.121180534362793","2.121180534362793","2.121180534362793"
"408","2.100800037384033","2.100800037384033","2.100800037384033"
"409","2.0922484397888184","2.0922484397888184","2.0922484397888184"
"410","2.11942720413208","2.11942720413208","2.11942720413208"
"411","2.134378433227539","2.134378433227539","2.134378433227539"
"412","2.1871178150177","2.1871178150177","2.1871178150177"
"413","2.140695571899414","2.140695571899414","2.140695571899414"
"414","2.1322836875915527","2.1322836875915527","2.1322836875915527"
"415","2.1387462615966797","2.1387462615966797","2.1387462615966797"
"416","2.148667812347412","2.148667812347412","2.148667812347412"
"417","2.13759708404541","2.13759708404541","2.13759708404541"
"418","2.117626905441284","2.117626905441284","2.117626905441284"
"419","2.1070423126220703","2.1070423126220703","2.1070423126220703"
"420","2.1200335025787354","2.1200335025787354","2.1200335025787354"
"421","2.1063406467437744","2.1063406467437744","2.1063406467437744"
"422","2.0862839221954346","2.0862839221954346","2.0862839221954346"
"423","2.083629846572876","2.083629846572876","2.083629846572876"
"424","2.0951719284057617","2.0951719284057617","2.0951719284057617"
"425","2.091743230819702","2.091743230819702","2.091743230819702"
"426","2.0786356925964355","2.0786356925964355","2.0786356925964355"
"427","2.0635454654693604","2.0635454654693604","2.0635454654693604"
"428","2.0588724613189697","2.0588724613189697","2.0588724613189697"
"429","2.065500259399414","2.065500259399414","2.065500259399414"
"430","2.0737857818603516","2.0737857818603516","2.0737857818603516"
"431","2.066596031188965","2.066596031188965","2.066596031188965"
"432","2.0613670349121094","2.0613670349121094","2.0613670349121094"
"433","2.0637269020080566","2.0637269020080566","2.0637269020080566"
"434","2.0562431812286377","2.0562431812286377","2.0562431812286377"
"435","2.051278829574585","2.051278829574585","2.051278829574585"
"436","2.0817201137542725","2.0817201137542725","2.0817201137542725"
"437","2.0785067081451416","2.0785067081451416","2.0785067081451416"
"438","2.0643725395202637","2.0643725395202637","2.0643725395202637"
"439","2.0640816688537598","2.0640816688537598","2.0640816688537598"
"440","2.079573154449463","2.079573154449463","2.079573154449463"
"441","2.0739402770996094","2.0739402770996094","2.0739402770996094"
"442","2.05867600440979","2.05867600440979","2.05867600440979"
"443","2.0933992862701416","2.0933992862701416","2.0933992862701416"
"444","2.1079373359680176","2.1079373359680176","2.1079373359680176"
"445","2.0833170413970947","2.0833170413970947","2.0833170413970947"
"446","2.0962860584259033","2.0962860584259033","2.0962860584259033"
"447","2.0981502532958984","2.0981502532958984","2.0981502532958984"
"448","2.0682125091552734","2.0682125091552734","2.0682125091552734"
"449","2.0828909873962402","2.0828909873962402","2.0828909873962402"
"450","2.09541654586792","2.09541654586792","2.09541654586792"
"451","2.067932605743408","2.067932605743408","2.067932605743408"
"452","2.074610471725464","2.074610471725464","2.074610471725464"
"453","2.042198419570923","2.042198419570923","2.042198419570923"
"454","2.071659564971924","2.071659564971924","2.071659564971924"
"455","2.0641164779663086","2.0641164779663086","2.0641164779663086"
"456","2.0501039028167725","2.0501039028167725","2.0501039028167725"
"457","2.05918550491333","2.05918550491333","2.05918550491333"
"458","2.0211586952209473","2.0211586952209473","2.0211586952209473"
"459","2.046915292739868","2.046915292739868","2.046915292739868"
"460","2.0468080043792725","2.0468080043792725","2.0468080043792725"
