"iteration","training-loss","Grouped runs - lm-loss-training/lm loss__MIN","Grouped runs - lm-loss-training/lm loss__MAX"
"150","2.774111747741699","2.774111747741699","2.774111747741699"
"151","2.7677674293518066","2.7677674293518066","2.7677674293518066"
"152","2.7609312534332275","2.7609312534332275","2.7609312534332275"
"153","2.747626781463623","2.747626781463623","2.747626781463623"
"154","2.7521142959594727","2.7521142959594727","2.7521142959594727"
"155","2.727450132369995","2.727450132369995","2.727450132369995"
"156","2.7421607971191406","2.7421607971191406","2.7421607971191406"
"157","2.7065844535827637","2.7065844535827637","2.7065844535827637"
"158","2.725023031234741","2.725023031234741","2.725023031234741"
"159","2.7347066402435303","2.7347066402435303","2.7347066402435303"
"160","2.7306296825408936","2.7306296825408936","2.7306296825408936"
"161","2.690626621246338","2.690626621246338","2.690626621246338"
"162","2.7240631580352783","2.7240631580352783","2.7240631580352783"
"163","2.701730251312256","2.701730251312256","2.701730251312256"
"164","2.698984146118164","2.698984146118164","2.698984146118164"
"165","2.691317319869995","2.691317319869995","2.691317319869995"
"166","2.681360960006714","2.681360960006714","2.681360960006714"
"167","2.6839759349823","2.6839759349823","2.6839759349823"
"168","2.6660754680633545","2.6660754680633545","2.6660754680633545"
"169","2.671029806137085","2.671029806137085","2.671029806137085"
"170","2.645817995071411","2.645817995071411","2.645817995071411"
"171","2.666438579559326","2.666438579559326","2.666438579559326"
"172","2.648839235305786","2.648839235305786","2.648839235305786"
"173","2.6543943881988525","2.6543943881988525","2.6543943881988525"
"174","2.650778293609619","2.650778293609619","2.650778293609619"
"175","2.652435302734375","2.652435302734375","2.652435302734375"
"176","2.6511080265045166","2.6511080265045166","2.6511080265045166"
"177","2.6583499908447266","2.6583499908447266","2.6583499908447266"
"178","2.6425297260284424","2.6425297260284424","2.6425297260284424"
"179","2.6317028999328613","2.6317028999328613","2.6317028999328613"
"180","2.6257214546203613","2.6257214546203613","2.6257214546203613"
"181","2.6014890670776367","2.6014890670776367","2.6014890670776367"
"182","2.5941507816314697","2.5941507816314697","2.5941507816314697"
"183","2.6111361980438232","2.6111361980438232","2.6111361980438232"
"184","2.607390880584717","2.607390880584717","2.607390880584717"
"185","2.5961992740631104","2.5961992740631104","2.5961992740631104"
"186","2.6027486324310303","2.6027486324310303","2.6027486324310303"
"187","2.6002933979034424","2.6002933979034424","2.6002933979034424"
"188","2.594376802444458","2.594376802444458","2.594376802444458"
"189","2.57853364944458","2.57853364944458","2.57853364944458"
"190","2.6003682613372803","2.6003682613372803","2.6003682613372803"
"191","2.580763101577759","2.580763101577759","2.580763101577759"
"192","2.5919134616851807","2.5919134616851807","2.5919134616851807"
"193","2.5863699913024902","2.5863699913024902","2.5863699913024902"
"194","2.567685842514038","2.567685842514038","2.567685842514038"
"195","2.572479248046875","2.572479248046875","2.572479248046875"
"196","2.557694435119629","2.557694435119629","2.557694435119629"
"197","2.551246404647827","2.551246404647827","2.551246404647827"
"198","2.552593946456909","2.552593946456909","2.552593946456909"
"199","2.544271469116211","2.544271469116211","2.544271469116211"
"200","2.5463619232177734","2.5463619232177734","2.5463619232177734"
"201","2.5460917949676514","2.5460917949676514","2.5460917949676514"
"202","2.544698476791382","2.544698476791382","2.544698476791382"
"203","2.5424599647521973","2.5424599647521973","2.5424599647521973"
"204","2.5290582180023193","2.5290582180023193","2.5290582180023193"
"205","2.5312206745147705","2.5312206745147705","2.5312206745147705"
"206","2.5241429805755615","2.5241429805755615","2.5241429805755615"
"207","2.52543568611145","2.52543568611145","2.52543568611145"
"208","2.5138731002807617","2.5138731002807617","2.5138731002807617"
"209","2.5286688804626465","2.5286688804626465","2.5286688804626465"
"210","2.5186469554901123","2.5186469554901123","2.5186469554901123"
"211","2.517566204071045","2.517566204071045","2.517566204071045"
"212","2.5190131664276123","2.5190131664276123","2.5190131664276123"
"213","2.5132741928100586","2.5132741928100586","2.5132741928100586"
"214","2.5041167736053467","2.5041167736053467","2.5041167736053467"
"215","2.5054984092712402","2.5054984092712402","2.5054984092712402"
"216","2.5110421180725098","2.5110421180725098","2.5110421180725098"
"217","2.5018515586853027","2.5018515586853027","2.5018515586853027"
"218","2.4994919300079346","2.4994919300079346","2.4994919300079346"
"219","2.497544050216675","2.497544050216675","2.497544050216675"
"220","2.4924371242523193","2.4924371242523193","2.4924371242523193"
"221","2.485682487487793","2.485682487487793","2.485682487487793"
"222","2.4956161975860596","2.4956161975860596","2.4956161975860596"
"223","2.4783315658569336","2.4783315658569336","2.4783315658569336"
"224","2.4706592559814453","2.4706592559814453","2.4706592559814453"
"225","2.480083465576172","2.480083465576172","2.480083465576172"
"226","2.4752867221832275","2.4752867221832275","2.4752867221832275"
"227","2.4693474769592285","2.4693474769592285","2.4693474769592285"
"228","2.479647397994995","2.479647397994995","2.479647397994995"
"229","2.4742586612701416","2.4742586612701416","2.4742586612701416"
"230","2.468590259552002","2.468590259552002","2.468590259552002"
"231","2.4463045597076416","2.4463045597076416","2.4463045597076416"
"232","2.4543426036834717","2.4543426036834717","2.4543426036834717"
"233","2.4662222862243652","2.4662222862243652","2.4662222862243652"
"234","2.4635047912597656","2.4635047912597656","2.4635047912597656"
"235","2.458026647567749","2.458026647567749","2.458026647567749"
"236","2.4499671459198","2.4499671459198","2.4499671459198"
"237","2.4350290298461914","2.4350290298461914","2.4350290298461914"
"238","2.4360625743865967","2.4360625743865967","2.4360625743865967"
"239","2.4442882537841797","2.4442882537841797","2.4442882537841797"
"240","2.4438111782073975","2.4438111782073975","2.4438111782073975"
"241","2.4393043518066406","2.4393043518066406","2.4393043518066406"
"242","2.4419634342193604","2.4419634342193604","2.4419634342193604"
"243","2.421450138092041","2.421450138092041","2.421450138092041"
"244","2.43448543548584","2.43448543548584","2.43448543548584"
"245","2.4258432388305664","2.4258432388305664","2.4258432388305664"
"246","2.419022560119629","2.419022560119629","2.419022560119629"
"247","2.4142212867736816","2.4142212867736816","2.4142212867736816"
"248","2.4149675369262695","2.4149675369262695","2.4149675369262695"
"249","2.4384522438049316","2.4384522438049316","2.4384522438049316"
"250","2.4223246574401855","2.4223246574401855","2.4223246574401855"
"251","2.4191417694091797","2.4191417694091797","2.4191417694091797"
"252","2.4026803970336914","2.4026803970336914","2.4026803970336914"
"253","2.4246127605438232","2.4246127605438232","2.4246127605438232"
"254","2.4084575176239014","2.4084575176239014","2.4084575176239014"
"255","2.4050772190093994","2.4050772190093994","2.4050772190093994"
