"iteration","training-loss","Mistral-7b-VE-algebraic-stack-a100-16node-128gpu-4096s-BS=1024-LR=6e-5-MINLR=2e-6-WARMUP=1000-WD=0.1-GC=1 - training/loss__MIN","Mistral-7b-VE-algebraic-stack-a100-16node-128gpu-4096s-BS=1024-LR=6e-5-MINLR=2e-6-WARMUP=1000-WD=0.1-GC=1 - training/loss__MAX"
"2950","1.6493322849273682","1.6493322849273682","1.6493322849273682"
"2951","1.6599030494689941","1.6599030494689941","1.6599030494689941"
"2952","1.6487724781036377","1.6487724781036377","1.6487724781036377"
"2953","1.6649730205535889","1.6649730205535889","1.6649730205535889"
"2954","1.6600773334503174","1.6600773334503174","1.6600773334503174"
"2955","1.6356863975524902","1.6356863975524902","1.6356863975524902"
"2956","1.6671324968338013","1.6671324968338013","1.6671324968338013"
"2957","1.6570788621902466","1.6570788621902466","1.6570788621902466"
"2958","1.6590237617492676","1.6590237617492676","1.6590237617492676"
"2959","1.645754098892212","1.645754098892212","1.645754098892212"
"2960","1.632632851600647","1.632632851600647","1.632632851600647"
"2961","1.6821177005767822","1.6821177005767822","1.6821177005767822"
"2962","1.683270812034607","1.683270812034607","1.683270812034607"
"2963","1.6658990383148193","1.6658990383148193","1.6658990383148193"
"2964","1.6596125364303589","1.6596125364303589","1.6596125364303589"
"2965","1.666240930557251","1.666240930557251","1.666240930557251"
"2966","1.6370412111282349","1.6370412111282349","1.6370412111282349"
"2967","1.6672003269195557","1.6672003269195557","1.6672003269195557"
"2968","1.6826905012130737","1.6826905012130737","1.6826905012130737"
"2969","1.6716556549072266","1.6716556549072266","1.6716556549072266"
"2970","1.6432946920394897","1.6432946920394897","1.6432946920394897"
"2971","1.6278035640716553","1.6278035640716553","1.6278035640716553"
"2972","1.6537752151489258","1.6537752151489258","1.6537752151489258"
"2973","1.6669753789901733","1.6669753789901733","1.6669753789901733"
"2974","1.6519676446914673","1.6519676446914673","1.6519676446914673"
"2975","1.6333767175674438","1.6333767175674438","1.6333767175674438"
"2976","1.647971510887146","1.647971510887146","1.647971510887146"
"2977","1.6403188705444336","1.6403188705444336","1.6403188705444336"
"2978","1.6493059396743774","1.6493059396743774","1.6493059396743774"
"2979","1.6671513319015503","1.6671513319015503","1.6671513319015503"
"2980","1.6443476676940918","1.6443476676940918","1.6443476676940918"
"2981","1.6531912088394165","1.6531912088394165","1.6531912088394165"
"2982","1.6495659351348877","1.6495659351348877","1.6495659351348877"
"2983","1.658725380897522","1.658725380897522","1.658725380897522"
"2984","1.6448215246200562","1.6448215246200562","1.6448215246200562"
"2985","1.6438218355178833","1.6438218355178833","1.6438218355178833"
"2986","1.6334726810455322","1.6334726810455322","1.6334726810455322"
"2987","1.6546709537506104","1.6546709537506104","1.6546709537506104"
"2988","1.6407265663146973","1.6407265663146973","1.6407265663146973"
"2989","1.6533561944961548","1.6533561944961548","1.6533561944961548"
"2990","1.6392298936843872","1.6392298936843872","1.6392298936843872"
"2991","1.633631706237793","1.633631706237793","1.633631706237793"
"2992","1.6380538940429688","1.6380538940429688","1.6380538940429688"
"2993","1.654084324836731","1.654084324836731","1.654084324836731"
"2994","1.6554828882217407","1.6554828882217407","1.6554828882217407"
"2995","1.6556512117385864","1.6556512117385864","1.6556512117385864"
"2996","1.6506632566452026","1.6506632566452026","1.6506632566452026"
"2997","1.6383988857269287","1.6383988857269287","1.6383988857269287"
"2998","1.6446168422698975","1.6446168422698975","1.6446168422698975"
"2999","1.65242600440979","1.65242600440979","1.65242600440979"
"3000","1.6569511890411377","1.6569511890411377","1.6569511890411377"
"3001","1.6350398063659668","1.6350398063659668","1.6350398063659668"
"3002","1.6447889804840088","1.6447889804840088","1.6447889804840088"
"3003","1.6515668630599976","1.6515668630599976","1.6515668630599976"
"3004","1.6487891674041748","1.6487891674041748","1.6487891674041748"
"3005","1.6430106163024902","1.6430106163024902","1.6430106163024902"
"3006","1.6320185661315918","1.6320185661315918","1.6320185661315918"
"3007","1.6581900119781494","1.6581900119781494","1.6581900119781494"
"3008","1.6506749391555786","1.6506749391555786","1.6506749391555786"
"3009","1.6417789459228516","1.6417789459228516","1.6417789459228516"
"3010","1.6570948362350464","1.6570948362350464","1.6570948362350464"
"3011","1.6553215980529785","1.6553215980529785","1.6553215980529785"
"3012","1.6514801979064941","1.6514801979064941","1.6514801979064941"
"3013","1.6387462615966797","1.6387462615966797","1.6387462615966797"
"3014","1.6515580415725708","1.6515580415725708","1.6515580415725708"
"3015","1.6490449905395508","1.6490449905395508","1.6490449905395508"
"3016","1.6376296281814575","1.6376296281814575","1.6376296281814575"
"3017","1.6545054912567139","1.6545054912567139","1.6545054912567139"
"3018","1.6473197937011719","1.6473197937011719","1.6473197937011719"
"3019","1.6404247283935547","1.6404247283935547","1.6404247283935547"
"3020","1.6607856750488281","1.6607856750488281","1.6607856750488281"
"3021","1.6353892087936401","1.6353892087936401","1.6353892087936401"
"3022","1.6306620836257935","1.6306620836257935","1.6306620836257935"
"3023","1.649122714996338","1.649122714996338","1.649122714996338"
"3024","1.6436960697174072","1.6436960697174072","1.6436960697174072"
"3025","1.6362884044647217","1.6362884044647217","1.6362884044647217"
"3026","1.655592679977417","1.655592679977417","1.655592679977417"
"3027","1.6580365896224976","1.6580365896224976","1.6580365896224976"
"3028","1.6487003564834595","1.6487003564834595","1.6487003564834595"
"3029","1.6458369493484497","1.6458369493484497","1.6458369493484497"
"3030","1.6371281147003174","1.6371281147003174","1.6371281147003174"
"3031","1.648033618927002","1.648033618927002","1.648033618927002"
"3032","1.6514601707458496","1.6514601707458496","1.6514601707458496"
"3033","1.6718076467514038","1.6718076467514038","1.6718076467514038"
"3034","1.6509991884231567","1.6509991884231567","1.6509991884231567"
"3035","1.6465777158737183","1.6465777158737183","1.6465777158737183"
"3036","1.6403400897979736","1.6403400897979736","1.6403400897979736"
"3037","1.6325347423553467","1.6325347423553467","1.6325347423553467"
"3038","1.6376292705535889","1.6376292705535889","1.6376292705535889"
"3039","1.650925874710083","1.650925874710083","1.650925874710083"
"3040","1.6486165523529053","1.6486165523529053","1.6486165523529053"
"3041","1.6569905281066895","1.6569905281066895","1.6569905281066895"
"3042","1.651909351348877","1.651909351348877","1.651909351348877"
"3043","1.6625136137008667","1.6625136137008667","1.6625136137008667"
"3044","1.6532570123672485","1.6532570123672485","1.6532570123672485"
"3045","1.6492069959640503","1.6492069959640503","1.6492069959640503"
"3046","1.6283701658248901","1.6283701658248901","1.6283701658248901"
"3047","1.6465301513671875","1.6465301513671875","1.6465301513671875"
"3048","1.6497063636779785","1.6497063636779785","1.6497063636779785"
"3049","1.6605942249298096","1.6605942249298096","1.6605942249298096"
"3050","1.6283560991287231","1.6283560991287231","1.6283560991287231"
"3051","1.6486427783966064","1.6486427783966064","1.6486427783966064"
"3052","1.6551686525344849","1.6551686525344849","1.6551686525344849"
"3053","1.6469415426254272","1.6469415426254272","1.6469415426254272"
"3054","1.6627604961395264","1.6627604961395264","1.6627604961395264"
"3055","1.645611047744751","1.645611047744751","1.645611047744751"
"3056","1.6440945863723755","1.6440945863723755","1.6440945863723755"
"3057","1.6574515104293823","1.6574515104293823","1.6574515104293823"
"3058","1.648632526397705","1.648632526397705","1.648632526397705"
"3059","1.6641395092010498","1.6641395092010498","1.6641395092010498"
"3060","1.6428828239440918","1.6428828239440918","1.6428828239440918"
"3061","1.6447465419769287","1.6447465419769287","1.6447465419769287"
"3062","1.663053274154663","1.663053274154663","1.663053274154663"
"3063","1.6489704847335815","1.6489704847335815","1.6489704847335815"
"3064","1.6522294282913208","1.6522294282913208","1.6522294282913208"
"3065","1.639997959136963","1.639997959136963","1.639997959136963"
"3066","1.634315848350525","1.634315848350525","1.634315848350525"
"3067","1.63307785987854","1.63307785987854","1.63307785987854"
"3068","1.6472699642181396","1.6472699642181396","1.6472699642181396"
"3069","1.6497560739517212","1.6497560739517212","1.6497560739517212"
"3070","1.6515865325927734","1.6515865325927734","1.6515865325927734"
"3071","1.6621887683868408","1.6621887683868408","1.6621887683868408"
"3072","1.6394578218460083","1.6394578218460083","1.6394578218460083"
"3073","1.659853219985962","1.659853219985962","1.659853219985962"
"3074","1.6603857278823853","1.6603857278823853","1.6603857278823853"
"3075","1.6524362564086914","1.6524362564086914","1.6524362564086914"
"3076","1.6517105102539062","1.6517105102539062","1.6517105102539062"
"3077","1.6582270860671997","1.6582270860671997","1.6582270860671997"
"3078","1.6514166593551636","1.6514166593551636","1.6514166593551636"
"3079","1.6662580966949463","1.6662580966949463","1.6662580966949463"
"3080","1.657645583152771","1.657645583152771","1.657645583152771"
"3081","1.6470040082931519","1.6470040082931519","1.6470040082931519"
"3082","1.6526622772216797","1.6526622772216797","1.6526622772216797"
"3083","1.652449131011963","1.652449131011963","1.652449131011963"
"3084","1.6459985971450806","1.6459985971450806","1.6459985971450806"
"3085","1.643123984336853","1.643123984336853","1.643123984336853"
"3086","1.6474015712738037","1.6474015712738037","1.6474015712738037"
"3087","1.6437269449234009","1.6437269449234009","1.6437269449234009"
"3088","1.6633586883544922","1.6633586883544922","1.6633586883544922"
"3089","1.627767562866211","1.627767562866211","1.627767562866211"
"3090","1.6697418689727783","1.6697418689727783","1.6697418689727783"
"3091","1.6451921463012695","1.6451921463012695","1.6451921463012695"
"3092","1.6812270879745483","1.6812270879745483","1.6812270879745483"
"3093","1.6374468803405762","1.6374468803405762","1.6374468803405762"
"3094","1.6492390632629395","1.6492390632629395","1.6492390632629395"
"3095","1.6439318656921387","1.6439318656921387","1.6439318656921387"
"3096","1.6566699743270874","1.6566699743270874","1.6566699743270874"
"3097","1.6476343870162964","1.6476343870162964","1.6476343870162964"
"3098","1.6649218797683716","1.6649218797683716","1.6649218797683716"
"3099","1.627228856086731","1.627228856086731","1.627228856086731"
"3100","1.6649197340011597","1.6649197340011597","1.6649197340011597"
"3101","1.6692196130752563","1.6692196130752563","1.6692196130752563"
"3102","1.6537870168685913","1.6537870168685913","1.6537870168685913"
"3103","1.6406623125076294","1.6406623125076294","1.6406623125076294"
"3104","1.642091989517212","1.642091989517212","1.642091989517212"
"3105","1.6473032236099243","1.6473032236099243","1.6473032236099243"
"3106","1.6509952545166016","1.6509952545166016","1.6509952545166016"
"3107","1.6635757684707642","1.6635757684707642","1.6635757684707642"
"3108","1.6288663148880005","1.6288663148880005","1.6288663148880005"
"3109","1.643069863319397","1.643069863319397","1.643069863319397"
"3110","1.662437081336975","1.662437081336975","1.662437081336975"
"3111","1.6482609510421753","1.6482609510421753","1.6482609510421753"
"3112","1.6449565887451172","1.6449565887451172","1.6449565887451172"
"3113","1.6576838493347168","1.6576838493347168","1.6576838493347168"
"3114","1.6416637897491455","1.6416637897491455","1.6416637897491455"
"3115","1.6524215936660767","1.6524215936660767","1.6524215936660767"
"3116","1.6464985609054565","1.6464985609054565","1.6464985609054565"
"3117","1.631746530532837","1.631746530532837","1.631746530532837"
"3118","1.6510015726089478","1.6510015726089478","1.6510015726089478"
"3119","1.6458797454833984","1.6458797454833984","1.6458797454833984"
"3120","1.6618549823760986","1.6618549823760986","1.6618549823760986"
"3121","1.6479008197784424","1.6479008197784424","1.6479008197784424"
"3122","1.6424450874328613","1.6424450874328613","1.6424450874328613"
"3123","1.6689116954803467","1.6689116954803467","1.6689116954803467"
"3124","1.6545964479446411","1.6545964479446411","1.6545964479446411"
"3125","1.637090802192688","1.637090802192688","1.637090802192688"
"3126","1.640444040298462","1.640444040298462","1.640444040298462"
"3127","1.6340501308441162","1.6340501308441162","1.6340501308441162"
"3128","1.639528751373291","1.639528751373291","1.639528751373291"
"3129","1.6426315307617188","1.6426315307617188","1.6426315307617188"
"3130","1.6369431018829346","1.6369431018829346","1.6369431018829346"
"3131","1.6517819166183472","1.6517819166183472","1.6517819166183472"
"3132","1.6556569337844849","1.6556569337844849","1.6556569337844849"
"3133","1.6617485284805298","1.6617485284805298","1.6617485284805298"
"3134","1.6308917999267578","1.6308917999267578","1.6308917999267578"
"3135","1.6477628946304321","1.6477628946304321","1.6477628946304321"
"3136","1.655748963356018","1.655748963356018","1.655748963356018"
"3137","1.6474850177764893","1.6474850177764893","1.6474850177764893"
"3138","1.652417778968811","1.652417778968811","1.652417778968811"
"3139","1.6503920555114746","1.6503920555114746","1.6503920555114746"
"3140","1.647523045539856","1.647523045539856","1.647523045539856"
"3141","1.6614959239959717","1.6614959239959717","1.6614959239959717"
"3142","1.6516339778900146","1.6516339778900146","1.6516339778900146"
"3143","1.6557787656784058","1.6557787656784058","1.6557787656784058"
"3144","1.644229531288147","1.644229531288147","1.644229531288147"
"3145","1.6566072702407837","1.6566072702407837","1.6566072702407837"
"3146","1.6575299501419067","1.6575299501419067","1.6575299501419067"
"3147","1.653097152709961","1.653097152709961","1.653097152709961"
"3148","1.6510878801345825","1.6510878801345825","1.6510878801345825"
"3149","1.656022071838379","1.656022071838379","1.656022071838379"
"3150","1.6303273439407349","1.6303273439407349","1.6303273439407349"
"3151","1.6492562294006348","1.6492562294006348","1.6492562294006348"
"3152","1.6346869468688965","1.6346869468688965","1.6346869468688965"
"3153","1.6668646335601807","1.6668646335601807","1.6668646335601807"
"3154","1.645110845565796","1.645110845565796","1.645110845565796"
"3155","1.6672019958496094","1.6672019958496094","1.6672019958496094"
"3156","1.6520899534225464","1.6520899534225464","1.6520899534225464"
"3157","1.6487436294555664","1.6487436294555664","1.6487436294555664"
"3158","1.6568396091461182","1.6568396091461182","1.6568396091461182"
"3159","1.6392372846603394","1.6392372846603394","1.6392372846603394"
"3160","1.6329796314239502","1.6329796314239502","1.6329796314239502"
"3161","1.6443935632705688","1.6443935632705688","1.6443935632705688"
"3162","1.6462669372558594","1.6462669372558594","1.6462669372558594"
"3163","1.6444982290267944","1.6444982290267944","1.6444982290267944"
"3164","1.6474804878234863","1.6474804878234863","1.6474804878234863"
"3165","1.669533371925354","1.669533371925354","1.669533371925354"
"3166","1.6191799640655518","1.6191799640655518","1.6191799640655518"
"3167","1.6616690158843994","1.6616690158843994","1.6616690158843994"
"3168","1.6705487966537476","1.6705487966537476","1.6705487966537476"
"3169","1.6384189128875732","1.6384189128875732","1.6384189128875732"
"3170","1.6447726488113403","1.6447726488113403","1.6447726488113403"
"3171","1.6589943170547485","1.6589943170547485","1.6589943170547485"
"3172","1.6639012098312378","1.6639012098312378","1.6639012098312378"
"3173","1.6635721921920776","1.6635721921920776","1.6635721921920776"
"3174","1.6429624557495117","1.6429624557495117","1.6429624557495117"
"3175","1.633414626121521","1.633414626121521","1.633414626121521"
"3176","1.656597375869751","1.656597375869751","1.656597375869751"
"3177","1.6406681537628174","1.6406681537628174","1.6406681537628174"
"3178","1.655921459197998","1.655921459197998","1.655921459197998"
"3179","1.654550313949585","1.654550313949585","1.654550313949585"
"3180","1.6388357877731323","1.6388357877731323","1.6388357877731323"
"3181","1.6301838159561157","1.6301838159561157","1.6301838159561157"
"3182","1.6399372816085815","1.6399372816085815","1.6399372816085815"
"3183","1.6453603506088257","1.6453603506088257","1.6453603506088257"
"3184","1.6388837099075317","1.6388837099075317","1.6388837099075317"
"3185","1.6480073928833008","1.6480073928833008","1.6480073928833008"
"3186","1.6438132524490356","1.6438132524490356","1.6438132524490356"
"3187","1.6611577272415161","1.6611577272415161","1.6611577272415161"
"3188","1.659084677696228","1.659084677696228","1.659084677696228"
"3189","1.6496007442474365","1.6496007442474365","1.6496007442474365"
"3190","1.6528661251068115","1.6528661251068115","1.6528661251068115"
"3191","1.6443698406219482","1.6443698406219482","1.6443698406219482"
"3192","1.6372286081314087","1.6372286081314087","1.6372286081314087"
"3193","1.6488231420516968","1.6488231420516968","1.6488231420516968"
"3194","1.6508480310440063","1.6508480310440063","1.6508480310440063"
"3195","1.6414228677749634","1.6414228677749634","1.6414228677749634"
"3196","1.6468008756637573","1.6468008756637573","1.6468008756637573"
"3197","1.6616084575653076","1.6616084575653076","1.6616084575653076"
"3198","1.6477667093276978","1.6477667093276978","1.6477667093276978"
"3199","1.6495099067687988","1.6495099067687988","1.6495099067687988"
"3200","1.6525429487228394","1.6525429487228394","1.6525429487228394"
"3201","1.6459078788757324","1.6459078788757324","1.6459078788757324"
"3202","1.6532143354415894","1.6532143354415894","1.6532143354415894"
"3203","1.6728169918060303","1.6728169918060303","1.6728169918060303"
"3204","1.6446679830551147","1.6446679830551147","1.6446679830551147"
"3205","1.6596457958221436","1.6596457958221436","1.6596457958221436"
"3206","1.6348942518234253","1.6348942518234253","1.6348942518234253"
"3207","1.6452566385269165","1.6452566385269165","1.6452566385269165"
"3208","1.6376358270645142","1.6376358270645142","1.6376358270645142"
"3209","1.6671775579452515","1.6671775579452515","1.6671775579452515"
"3210","1.63874089717865","1.63874089717865","1.63874089717865"
"3211","1.64542555809021","1.64542555809021","1.64542555809021"
"3212","1.63564133644104","1.63564133644104","1.63564133644104"
"3213","1.6364959478378296","1.6364959478378296","1.6364959478378296"
"3214","1.6430951356887817","1.6430951356887817","1.6430951356887817"
"3215","1.6501625776290894","1.6501625776290894","1.6501625776290894"
"3216","1.6486477851867676","1.6486477851867676","1.6486477851867676"
"3217","1.6410746574401855","1.6410746574401855","1.6410746574401855"
"3218","1.6454912424087524","1.6454912424087524","1.6454912424087524"
"3219","1.6604934930801392","1.6604934930801392","1.6604934930801392"
"3220","1.6442490816116333","1.6442490816116333","1.6442490816116333"
"3221","1.6616913080215454","1.6616913080215454","1.6616913080215454"
"3222","1.6730767488479614","1.6730767488479614","1.6730767488479614"
"3223","1.6573894023895264","1.6573894023895264","1.6573894023895264"
"3224","1.6515936851501465","1.6515936851501465","1.6515936851501465"
"3225","1.6548562049865723","1.6548562049865723","1.6548562049865723"
"3226","1.6538127660751343","1.6538127660751343","1.6538127660751343"
"3227","1.6495429277420044","1.6495429277420044","1.6495429277420044"
"3228","1.6532390117645264","1.6532390117645264","1.6532390117645264"
"3229","1.6430567502975464","1.6430567502975464","1.6430567502975464"
"3230","1.6326669454574585","1.6326669454574585","1.6326669454574585"
"3231","1.6435120105743408","1.6435120105743408","1.6435120105743408"
"3232","1.6407933235168457","1.6407933235168457","1.6407933235168457"
"3233","1.6330081224441528","1.6330081224441528","1.6330081224441528"
"3234","1.657210350036621","1.657210350036621","1.657210350036621"
"3235","1.650234341621399","1.650234341621399","1.650234341621399"
"3236","1.6483633518218994","1.6483633518218994","1.6483633518218994"
"3237","1.652539610862732","1.652539610862732","1.652539610862732"
"3238","1.6388967037200928","1.6388967037200928","1.6388967037200928"
"3239","1.6389036178588867","1.6389036178588867","1.6389036178588867"
"3240","1.6741950511932373","1.6741950511932373","1.6741950511932373"
"3241","1.6646227836608887","1.6646227836608887","1.6646227836608887"
"3242","1.6762322187423706","1.6762322187423706","1.6762322187423706"
"3243","1.6222237348556519","1.6222237348556519","1.6222237348556519"
"3244","1.6406751871109009","1.6406751871109009","1.6406751871109009"
"3245","1.6545649766921997","1.6545649766921997","1.6545649766921997"
"3246","1.6535309553146362","1.6535309553146362","1.6535309553146362"
"3247","1.6536474227905273","1.6536474227905273","1.6536474227905273"
"3248","1.6729220151901245","1.6729220151901245","1.6729220151901245"
"3249","1.6402828693389893","1.6402828693389893","1.6402828693389893"
"3250","1.6410247087478638","1.6410247087478638","1.6410247087478638"
"3251","1.6445709466934204","1.6445709466934204","1.6445709466934204"
"3252","1.6411159038543701","1.6411159038543701","1.6411159038543701"
"3253","1.6361850500106812","1.6361850500106812","1.6361850500106812"
"3254","1.6509486436843872","1.6509486436843872","1.6509486436843872"
"3255","1.6379852294921875","1.6379852294921875","1.6379852294921875"
"3256","1.6384533643722534","1.6384533643722534","1.6384533643722534"
"3257","1.6556717157363892","1.6556717157363892","1.6556717157363892"
"3258","1.6481666564941406","1.6481666564941406","1.6481666564941406"
"3259","1.6482715606689453","1.6482715606689453","1.6482715606689453"
"3260","1.6511403322219849","1.6511403322219849","1.6511403322219849"
"3261","1.621792197227478","1.621792197227478","1.621792197227478"
"3262","1.6390513181686401","1.6390513181686401","1.6390513181686401"
"3263","1.6383497714996338","1.6383497714996338","1.6383497714996338"
"3264","1.6451934576034546","1.6451934576034546","1.6451934576034546"
"3265","1.651368498802185","1.651368498802185","1.651368498802185"
"3266","1.650543212890625","1.650543212890625","1.650543212890625"
"3267","1.6511492729187012","1.6511492729187012","1.6511492729187012"
"3268","1.6335381269454956","1.6335381269454956","1.6335381269454956"
"3269","1.6406123638153076","1.6406123638153076","1.6406123638153076"
"3270","1.6405510902404785","1.6405510902404785","1.6405510902404785"
"3271","1.6543681621551514","1.6543681621551514","1.6543681621551514"
"3272","1.6385562419891357","1.6385562419891357","1.6385562419891357"
"3273","1.6280332803726196","1.6280332803726196","1.6280332803726196"
"3274","1.652752161026001","1.652752161026001","1.652752161026001"
"3275","1.636620044708252","1.636620044708252","1.636620044708252"
"3276","1.6441274881362915","1.6441274881362915","1.6441274881362915"
"3277","1.6415514945983887","1.6415514945983887","1.6415514945983887"
"3278","1.6554536819458008","1.6554536819458008","1.6554536819458008"
"3279","1.6467095613479614","1.6467095613479614","1.6467095613479614"
"3280","1.6511690616607666","1.6511690616607666","1.6511690616607666"
"3281","1.6530590057373047","1.6530590057373047","1.6530590057373047"
"3282","1.6435893774032593","1.6435893774032593","1.6435893774032593"
"3283","1.6371097564697266","1.6371097564697266","1.6371097564697266"
"3284","1.6480070352554321","1.6480070352554321","1.6480070352554321"
"3285","1.6669063568115234","1.6669063568115234","1.6669063568115234"
"3286","1.643431544303894","1.643431544303894","1.643431544303894"
"3287","1.661210060119629","1.661210060119629","1.661210060119629"
"3288","1.635435938835144","1.635435938835144","1.635435938835144"
"3289","1.6498405933380127","1.6498405933380127","1.6498405933380127"
"3290","1.635810375213623","1.635810375213623","1.635810375213623"
"3291","1.6468310356140137","1.6468310356140137","1.6468310356140137"
"3292","1.647373914718628","1.647373914718628","1.647373914718628"
"3293","1.63710618019104","1.63710618019104","1.63710618019104"
"3294","1.6430602073669434","1.6430602073669434","1.6430602073669434"
"3295","1.6472487449645996","1.6472487449645996","1.6472487449645996"
"3296","1.6498868465423584","1.6498868465423584","1.6498868465423584"
"3297","1.6519479751586914","1.6519479751586914","1.6519479751586914"
"3298","1.6430882215499878","1.6430882215499878","1.6430882215499878"
"3299","1.6524074077606201","1.6524074077606201","1.6524074077606201"
"3300","1.6365259885787964","1.6365259885787964","1.6365259885787964"
"3301","1.6555763483047485","1.6555763483047485","1.6555763483047485"
"3302","1.6454854011535645","1.6454854011535645","1.6454854011535645"
"3303","1.6430225372314453","1.6430225372314453","1.6430225372314453"
"3304","1.6345332860946655","1.6345332860946655","1.6345332860946655"
"3305","1.6513633728027344","1.6513633728027344","1.6513633728027344"
"3306","1.6451530456542969","1.6451530456542969","1.6451530456542969"
"3307","1.659338355064392","1.659338355064392","1.659338355064392"
"3308","1.6445666551589966","1.6445666551589966","1.6445666551589966"
"3309","1.6457877159118652","1.6457877159118652","1.6457877159118652"
"3310","1.6536444425582886","1.6536444425582886","1.6536444425582886"
"3311","1.6458321809768677","1.6458321809768677","1.6458321809768677"
"3312","1.6512305736541748","1.6512305736541748","1.6512305736541748"
"3313","1.6458237171173096","1.6458237171173096","1.6458237171173096"
"3314","1.637617588043213","1.637617588043213","1.637617588043213"
"3315","1.645734429359436","1.645734429359436","1.645734429359436"
"3316","1.6529611349105835","1.6529611349105835","1.6529611349105835"
"3317","1.6533945798873901","1.6533945798873901","1.6533945798873901"
"3318","1.651812195777893","1.651812195777893","1.651812195777893"
"3319","1.6357860565185547","1.6357860565185547","1.6357860565185547"
"3320","1.638329029083252","1.638329029083252","1.638329029083252"
"3321","1.6532098054885864","1.6532098054885864","1.6532098054885864"
"3322","1.6424756050109863","1.6424756050109863","1.6424756050109863"
"3323","1.6342180967330933","1.6342180967330933","1.6342180967330933"
"3324","1.643979549407959","1.643979549407959","1.643979549407959"
"3325","1.6622024774551392","1.6622024774551392","1.6622024774551392"
"3326","1.6410233974456787","1.6410233974456787","1.6410233974456787"
"3327","1.6368699073791504","1.6368699073791504","1.6368699073791504"
"3328","1.6532748937606812","1.6532748937606812","1.6532748937606812"
"3329","1.61869478225708","1.61869478225708","1.61869478225708"
"3330","1.6632345914840698","1.6632345914840698","1.6632345914840698"
"3331","1.6344410181045532","1.6344410181045532","1.6344410181045532"
"3332","1.642838478088379","1.642838478088379","1.642838478088379"
"3333","1.6421997547149658","1.6421997547149658","1.6421997547149658"
"3334","1.637237310409546","1.637237310409546","1.637237310409546"
"3335","1.6525061130523682","1.6525061130523682","1.6525061130523682"
"3336","1.6363500356674194","1.6363500356674194","1.6363500356674194"
"3337","1.6605808734893799","1.6605808734893799","1.6605808734893799"
"3338","1.639986276626587","1.639986276626587","1.639986276626587"
"3339","1.6615229845046997","1.6615229845046997","1.6615229845046997"
"3340","1.6479816436767578","1.6479816436767578","1.6479816436767578"
"3341","1.6360044479370117","1.6360044479370117","1.6360044479370117"
"3342","1.642646074295044","1.642646074295044","1.642646074295044"
"3343","1.6410490274429321","1.6410490274429321","1.6410490274429321"
"3344","1.6527700424194336","1.6527700424194336","1.6527700424194336"
"3345","1.628735065460205","1.628735065460205","1.628735065460205"
"3346","1.6312620639801025","1.6312620639801025","1.6312620639801025"
"3347","1.6369494199752808","1.6369494199752808","1.6369494199752808"
"3348","1.6380836963653564","1.6380836963653564","1.6380836963653564"
"3349","1.6463704109191895","1.6463704109191895","1.6463704109191895"
"3350","1.645545482635498","1.645545482635498","1.645545482635498"
"3351","1.6555190086364746","1.6555190086364746","1.6555190086364746"
"3352","1.635303020477295","1.635303020477295","1.635303020477295"
"3353","1.6494461297988892","1.6494461297988892","1.6494461297988892"
"3354","1.6551005840301514","1.6551005840301514","1.6551005840301514"
"3355","1.6161868572235107","1.6161868572235107","1.6161868572235107"
"3356","1.614549994468689","1.614549994468689","1.614549994468689"
"3357","1.6409988403320312","1.6409988403320312","1.6409988403320312"
"3358","1.6544073820114136","1.6544073820114136","1.6544073820114136"
"3359","1.6543577909469604","1.6543577909469604","1.6543577909469604"
"3360","1.6466370820999146","1.6466370820999146","1.6466370820999146"
"3361","1.654613733291626","1.654613733291626","1.654613733291626"
"3362","1.638419270515442","1.638419270515442","1.638419270515442"
"3363","1.6525055170059204","1.6525055170059204","1.6525055170059204"
"3364","1.6421828269958496","1.6421828269958496","1.6421828269958496"
"3365","1.642336368560791","1.642336368560791","1.642336368560791"
"3366","1.6451125144958496","1.6451125144958496","1.6451125144958496"
"3367","1.6402508020401","1.6402508020401","1.6402508020401"
"3368","1.6450388431549072","1.6450388431549072","1.6450388431549072"
"3369","1.6483831405639648","1.6483831405639648","1.6483831405639648"
"3370","1.632472276687622","1.632472276687622","1.632472276687622"
"3371","1.6528836488723755","1.6528836488723755","1.6528836488723755"
"3372","1.652702808380127","1.652702808380127","1.652702808380127"
"3373","1.6378655433654785","1.6378655433654785","1.6378655433654785"
"3374","1.6625077724456787","1.6625077724456787","1.6625077724456787"
"3375","1.6387126445770264","1.6387126445770264","1.6387126445770264"
"3376","1.6557198762893677","1.6557198762893677","1.6557198762893677"
"3377","1.6404329538345337","1.6404329538345337","1.6404329538345337"
"3378","1.6322112083435059","1.6322112083435059","1.6322112083435059"
"3379","1.6677815914154053","1.6677815914154053","1.6677815914154053"
"3380","1.6712746620178223","1.6712746620178223","1.6712746620178223"
"3381","1.6517821550369263","1.6517821550369263","1.6517821550369263"
"3382","1.659394383430481","1.659394383430481","1.659394383430481"
"3383","1.6376038789749146","1.6376038789749146","1.6376038789749146"
"3384","1.6539239883422852","1.6539239883422852","1.6539239883422852"
"3385","1.6563405990600586","1.6563405990600586","1.6563405990600586"
"3386","1.627208948135376","1.627208948135376","1.627208948135376"
"3387","1.6340837478637695","1.6340837478637695","1.6340837478637695"
"3388","1.6443246603012085","1.6443246603012085","1.6443246603012085"
